id,date,latitude,longitude,magnitude
20445,2011-02-04,-14.188,166.459,5.9
20446,2011-02-05,-37.621,-73.448,5.8
20447,2011-02-06,-8.283,104.067,5.6
20448,2011-02-07,-7.154,155.184,6.4
20449,2011-02-10,4.195,122.974,6.5
20450,2011-02-10,4.077,123.039,6.6
20451,2011-02-11,-36.422,-72.960,6.9
20452,2011-02-11,-37.196,-73.198,5.9
20453,2011-02-12,-37.027,-72.954,6.1
20454,2011-02-12,0.079,-17.018,5.7
20455,2011-02-12,-31.241,-177.809,5.6
20456,2011-02-12,1.993,126.833,5.6
20457,2011-02-12,-20.879,-175.672,6.1
20458,2011-02-13,-36.565,-73.178,5.8
20459,2011-02-13,-36.649,-73.176,6
20460,2011-02-13,-36.557,-73.275,5.5
20461,2011-02-14,-35.380,-72.834,6.7
20462,2011-02-15,-2.497,121.483,6.1
20463,2011-02-15,38.321,143.162,5.5
20464,2011-02-17,-14.165,166.471,5.6
20465,2011-02-18,-4.614,153.157,5.5
20466,2011-02-20,55.918,162.117,6.1
20467,2011-02-21,-27.149,-64.688,5.6
20468,2011-02-21,-26.142,178.394,6.5
20469,2011-02-21,-10.281,161.415,5.5
20470,2011-02-21,-43.583,172.680,6.1
20471,2011-02-22,-43.590,172.650,5.5
20472,2011-02-22,-43.598,172.621,5.6
20473,2011-02-22,22.110,143.842,5.5
20474,2011-02-23,12.388,-87.815,5.7
20475,2011-02-24,-17.811,-174.434,5.6
20476,2011-02-25,17.843,-95.007,5.9
20477,2011-02-26,-10.622,164.899,5.9
20478,2011-02-28,-37.360,-73.695,5.8
20479,2011-02-28,34.980,25.420,5.7
20480,2011-02-28,-59.233,-17.012,5.6
20481,2011-02-28,-29.474,-112.061,5.5
20482,2011-03-01,-29.701,-111.981,6
20483,2011-03-02,8.596,-76.855,5.7
20484,2011-03-03,9.457,125.935,5.5
20485,2011-03-04,-8.933,157.236,5.6
20486,2011-03-06,-18.021,-69.362,6.3
20487,2011-03-06,-56.422,-27.063,6.5
20488,2011-03-07,-10.349,160.766,6.3
20489,2011-03-09,38.435,142.842,7.3
20490,2011-03-09,38.361,142.910,5.7
20491,2011-03-09,38.246,143.102,5.7
20492,2011-03-09,38.665,142.991,5.6
20493,2011-03-09,38.315,142.434,6
20494,2011-03-09,38.503,143.166,5.9
20495,2011-03-09,38.345,142.648,6
20496,2011-03-09,38.296,142.808,6.5
20497,2011-03-09,-5.985,149.777,6.4
20498,2011-03-10,24.727,97.957,5.5
20499,2011-03-10,38.603,143.270,5.6
20500,2011-03-10,-6.873,116.720,6.5
20501,2011-03-11,-53.210,-117.837,5.7
20502,2011-03-11,38.297,142.373,9.1
20503,2011-03-11,37.712,141.184,6.3
20504,2011-03-11,37.359,143.351,6.4
20505,2011-03-11,37.623,142.155,6.3
20506,2011-03-11,37.054,141.763,5.9
20507,2011-03-11,38.095,142.492,6.2
20508,2011-03-11,36.469,141.840,5.9
20509,2011-03-11,36.375,141.777,5.8
20510,2011-03-11,39.003,142.290,6.3
20511,2011-03-11,36.419,141.876,6.4
20512,2011-03-11,38.969,143.370,6.7
20513,2011-03-11,36.109,141.696,5.9
20514,2011-03-11,37.788,144.233,6.2
20515,2011-03-11,37.211,141.601,6.2
20516,2011-03-11,37.930,143.802,6.3
20517,2011-03-11,36.281,141.111,7.9
20518,2011-03-11,36.023,142.269,6.6
20519,2011-03-11,36.004,142.067,6.5
20520,2011-03-11,38.290,142.813,6.2
20521,2011-03-11,39.030,142.284,6.2
20522,2011-03-11,38.058,144.590,7.7
20523,2011-03-11,37.812,144.233,6.1
20524,2011-03-11,36.625,141.867,5.9
20525,2011-03-11,35.806,141.100,5.8
20526,2011-03-11,37.465,142.404,5.6
20527,2011-03-11,36.094,141.665,5.8
20528,2011-03-11,37.040,142.463,5.5
20529,2011-03-11,39.599,141.576,5.8
20530,2011-03-11,37.956,143.248,5.9
20531,2011-03-11,37.961,142.724,6.2
20532,2011-03-11,37.337,144.237,6.1
20533,2011-03-11,40.668,141.605,5.8
20534,2011-03-11,38.061,143.016,5.5
20535,2011-03-11,37.562,142.855,5.9
20536,2011-03-11,35.712,140.875,6
20537,2011-03-11,37.357,144.725,6.3
20538,2011-03-11,36.628,143.755,5.7
20539,2011-03-11,39.693,142.529,5.8
20540,2011-03-11,37.924,142.802,5.6
20541,2011-03-11,38.964,142.398,5.8
20542,2011-03-11,38.442,143.600,5.7
20543,2011-03-11,37.778,142.980,5.6
20544,2011-03-11,36.714,141.874,5.7
20545,2011-03-11,36.718,141.856,5.6
20546,2011-03-11,37.879,142.681,5.8
20547,2011-03-11,36.103,142.358,5.9
20548,2011-03-11,36.586,141.823,6.3
20549,2011-03-11,37.006,142.406,5.8
20550,2011-03-11,37.454,142.097,5.9
20551,2011-03-11,37.934,144.529,6.1
20552,2011-03-11,36.823,141.824,6.1
20553,2011-03-11,39.031,142.349,6.3
20554,2011-03-11,37.442,141.195,6
20555,2011-03-11,36.323,142.710,5.7
20556,2011-03-11,36.943,142.309,5.7
20557,2011-03-11,39.204,142.793,5.8
20558,2011-03-11,36.403,141.892,5.7
20559,2011-03-11,36.195,141.813,5.8
20560,2011-03-11,37.743,141.573,5.7
20561,2011-03-11,37.106,142.226,5.6
20562,2011-03-11,37.012,142.780,5.7
20563,2011-03-11,36.936,142.700,5.9
20564,2011-03-11,37.593,142.208,5.7
20565,2011-03-11,36.287,140.852,5.6
20566,2011-03-11,36.569,141.486,6.2
20567,2011-03-11,37.047,144.541,6.1
20568,2011-03-11,36.166,141.562,6.5
20569,2011-03-11,37.367,143.017,6.1
20570,2011-03-11,38.017,142.657,6
20571,2011-03-11,37.469,141.176,6
20572,2011-03-11,39.140,142.967,6
20573,2011-03-11,36.033,140.984,5.6
20574,2011-03-11,37.640,142.771,5.5
20575,2011-03-11,37.447,140.984,5.9
20576,2011-03-11,36.122,140.966,5.6
20577,2011-03-11,37.416,142.451,5.6
20578,2011-03-11,36.770,141.924,5.5
20579,2011-03-11,37.683,143.311,5.5
20580,2011-03-11,35.912,141.601,5.5
20581,2011-03-11,39.185,142.760,6
20582,2011-03-11,36.665,142.521,5.7
20583,2011-03-11,39.397,143.592,5.9
20584,2011-03-11,38.417,143.752,5.6
20585,2011-03-11,37.737,141.496,5.6
20586,2011-03-11,35.535,141.842,5.5
20587,2011-03-11,36.380,141.778,5.5
20588,2011-03-11,36.628,141.809,5.5
20589,2011-03-11,35.684,140.933,5.7
20590,2011-03-11,37.547,143.073,5.8
20591,2011-03-11,36.238,142.396,5.7
20592,2011-03-11,39.065,143.166,5.8
20593,2011-03-11,39.241,142.463,6.6
20594,2011-03-11,36.695,142.244,5.7
20595,2011-03-11,36.004,141.171,5.8
20596,2011-03-11,36.267,141.527,5.5
20597,2011-03-11,35.752,142.080,5.6
20598,2011-03-11,38.055,142.548,5.9
20599,2011-03-11,39.084,142.264,5.8
20600,2011-03-11,36.147,141.602,5.6
20601,2011-03-11,37.795,141.960,5.5
20602,2011-03-11,36.371,141.743,5.6
20603,2011-03-11,37.575,142.827,5.5
20604,2011-03-11,36.162,141.840,5.5
20605,2011-03-11,38.989,144.126,5.7
20606,2011-03-11,36.123,140.761,5.5
20607,2011-03-11,37.112,144.036,5.5
20608,2011-03-11,35.960,141.403,5.8
20609,2011-03-11,36.332,141.540,5.5
20610,2011-03-11,35.994,141.808,6.3
20611,2011-03-11,36.247,141.856,5.5
20612,2011-03-11,36.398,141.864,6
20613,2011-03-11,35.637,141.548,5.5
20614,2011-03-11,39.464,143.465,5.5
20615,2011-03-11,36.999,144.159,5.6
20616,2011-03-11,35.331,141.391,5.5
20617,2011-03-11,37.197,142.096,5.7
20618,2011-03-11,36.220,141.628,5.8
20619,2011-03-11,37.014,138.376,6.2
20620,2011-03-11,39.342,142.872,6
20621,2011-03-11,36.264,140.884,5.5
20622,2011-03-11,35.685,140.658,5.5
20623,2011-03-11,36.943,138.300,5.7
20624,2011-03-11,40.483,139.055,6.2
20625,2011-03-11,39.005,142.633,6.1
20626,2011-03-11,35.814,141.605,5.7
20627,2011-03-11,37.829,142.828,5.5
20628,2011-03-11,37.834,144.827,5.7
20629,2011-03-12,36.112,141.768,5.5
20630,2011-03-12,-16.724,-173.205,5.8
20631,2011-03-12,38.751,142.831,5.8
20632,2011-03-12,37.328,141.754,5.5
20633,2011-03-12,37.594,142.648,6.5
20634,2011-03-12,37.600,143.610,5.9
20635,2011-03-12,39.549,142.598,5.8
20636,2011-03-12,35.952,141.344,5.9
20637,2011-03-12,-3.016,139.100,5.5
20638,2011-03-12,40.082,143.202,5.7
20639,2011-03-12,39.171,142.330,5.5
20640,2011-03-12,-3.840,151.453,5.6
20641,2011-03-12,39.049,142.279,5.7
20642,2011-03-12,37.734,143.506,5.9
20643,2011-03-12,37.249,141.159,6.1
20644,2011-03-12,25.209,-109.820,5.6
20645,2011-03-12,38.791,142.549,5.6
20646,2011-03-12,39.465,142.405,5.8
20647,2011-03-12,36.517,142.482,5.8
20648,2011-03-12,37.681,141.889,5.8
20649,2011-03-12,38.047,141.720,6.1
20650,2011-03-13,35.723,141.637,6.1
20651,2011-03-13,36.344,142.344,5.8
20652,2011-03-13,39.642,143.181,5.7
20653,2011-03-13,38.849,141.858,5.6
20654,2011-03-13,37.348,142.394,5.7
20655,2011-03-13,35.152,141.100,5.6
20656,2011-03-14,36.408,140.894,5.5
20657,2011-03-14,37.785,142.456,6
20658,2011-03-14,37.206,142.245,5.6
20659,2011-03-15,37.367,142.301,5.8
20660,2011-03-15,40.419,142.959,5.5
20661,2011-03-15,37.576,142.237,6
20662,2011-03-15,35.272,138.582,6
20663,2011-03-15,40.335,143.288,6.1
20664,2011-03-15,35.209,140.994,5.7
20665,2011-03-16,35.747,140.710,5.7
20666,2011-03-16,39.887,142.019,5.7
20667,2011-03-16,-32.564,-71.726,5.5
20668,2011-03-17,-17.275,167.826,6.2
20669,2011-03-17,40.136,142.168,6.2
20670,2011-03-17,37.709,143.443,5.6
20671,2011-03-17,-17.266,167.899,5.8
20672,2011-03-17,35.496,140.763,5.5
20673,2011-03-17,36.757,141.202,5.8
20674,2011-03-17,37.125,142.335,5.5
20675,2011-03-18,37.759,143.488,5.5
20676,2011-03-18,39.161,142.230,5.5
20677,2011-03-19,39.696,142.904,5.9
20678,2011-03-19,36.796,140.268,5.7
20679,2011-03-20,37.724,141.363,5.6
20680,2011-03-20,18.994,121.246,6
20681,2011-03-20,39.350,141.824,5.8
20682,2011-03-20,-31.129,-179.823,5.7
20683,2011-03-21,36.491,70.927,5.8
20684,2011-03-21,13.915,120.566,5.5
20685,2011-03-22,35.205,140.997,5.7
20686,2011-03-22,37.244,144.003,6.4
20687,2011-03-22,37.325,141.791,6.1
20688,2011-03-22,39.851,143.437,6.4
20689,2011-03-22,39.733,143.113,5.6
20690,2011-03-22,36.866,143.188,5.6
20691,2011-03-22,36.289,141.404,5.7
20692,2011-03-22,-33.096,-15.977,5.8
20693,2011-03-22,35.795,141.549,5.9
20694,2011-03-22,35.787,141.567,5.6
20695,2011-03-22,37.065,140.638,5.5
20696,2011-03-22,37.014,140.679,5.5
20697,2011-03-22,37.111,140.580,5.5
20698,2011-03-24,39.079,142.084,5.8
20699,2011-03-24,20.687,99.822,6.9
20700,2011-03-24,20.650,99.770,5.7
20701,2011-03-25,38.772,141.880,6.2
20702,2011-03-26,-15.848,-179.405,6
20703,2011-03-27,14.374,-92.347,5.6
20704,2011-03-27,38.415,142.011,6.2
20705,2011-03-29,37.401,142.290,6.1
20706,2011-03-29,39.591,143.455,5.5
20707,2011-03-30,36.143,142.464,5.7
20708,2011-03-31,-16.541,-177.517,6.3
20709,2011-03-31,38.922,141.821,6
20710,2011-04-01,39.323,141.950,5.9
20711,2011-04-01,35.662,26.560,6
20712,2011-04-01,40.282,143.209,5.5
20713,2011-04-02,-5.574,153.964,5.5
20714,2011-04-02,-19.543,-69.014,5.9
20715,2011-04-03,-17.642,-178.585,6.4
20716,2011-04-03,-9.848,107.693,6.7
20717,2011-04-05,-17.662,-178.595,5.8
20718,2011-04-05,3.029,126.940,5.9
20719,2011-04-06,1.612,97.086,6
20720,2011-04-07,17.208,-94.338,6.6
20721,2011-04-07,38.276,141.588,7.1
20722,2011-04-07,17.107,-85.078,5.8
20723,2011-04-09,29.999,131.780,5.9
20724,2011-04-11,37.001,140.401,6.6
20725,2011-04-11,37.791,140.812,5.8
20726,2011-04-11,36.980,140.356,5.5
20727,2011-04-11,36.809,138.284,5.5
20728,2011-04-11,35.417,140.575,6.2
20729,2011-04-12,37.107,140.368,5.9
20730,2011-04-12,39.368,141.895,5.6
20731,2011-04-13,39.583,143.340,6
20732,2011-04-13,39.619,143.191,5.5
20733,2011-04-14,-33.049,-178.526,5.5
20734,2011-04-14,35.560,141.881,5.7
20735,2011-04-14,11.237,-86.337,5.7
20736,2011-04-15,-15.281,-173.238,5.8
20737,2011-04-15,-18.691,-175.363,5.7
20738,2011-04-16,25.435,123.897,5.7
20739,2011-04-16,36.378,139.653,5.8
20740,2011-04-16,36.878,143.917,5.5
20741,2011-04-17,-27.596,-63.201,5.7
20742,2011-04-18,-34.336,179.874,6.6
20743,2011-04-21,40.341,143.549,5.7
20744,2011-04-21,40.306,143.628,5.8
20745,2011-04-21,35.579,140.305,6.2
20746,2011-04-21,37.553,141.219,5.6
20747,2011-04-22,-37.905,-73.903,5.6
20748,2011-04-22,-22.805,-174.592,5.5
20749,2011-04-23,-10.375,161.200,6.8
20750,2011-04-23,39.097,142.870,5.9
20751,2011-04-24,-35.704,-16.994,5.6
20752,2011-04-24,-35.420,-16.958,5.6
20753,2011-04-24,-4.586,122.771,6.1
20754,2011-04-26,-8.081,108.477,5.6
20755,2011-04-26,-13.384,-111.298,5.5
20756,2011-04-26,16.851,-99.471,5.5
20757,2011-04-28,-9.973,160.492,5.7
20758,2011-04-28,37.455,141.653,5.5
20759,2011-04-28,10.129,-103.614,5.8
20760,2011-04-30,-3.262,148.625,5.7
20761,2011-04-30,6.854,-82.330,6.1
20762,2011-05-01,-6.947,155.860,5.8
20763,2011-05-02,-15.483,-174.343,5.5
20764,2011-05-04,-20.396,-178.548,5.5
20765,2011-05-04,-4.893,101.848,5.6
20766,2011-05-05,16.784,-98.618,5.7
20767,2011-05-05,55.094,-160.538,5.7
20768,2011-05-05,38.170,144.032,6
20769,2011-05-05,-25.192,-177.552,5.6
20770,2011-05-05,55.019,-160.688,5.8
20771,2011-05-05,26.124,128.398,5.5
20772,2011-05-06,-0.065,122.948,5.5
20773,2011-05-07,40.239,142.243,5.7
20774,2011-05-09,-56.650,147.411,5.9
20775,2011-05-09,5.343,126.415,5.7
20776,2011-05-09,37.739,143.536,5.6
20777,2011-05-10,-20.244,168.226,6.8
20778,2011-05-10,-20.272,168.397,5.9
20779,2011-05-10,-20.311,168.451,5.5
20780,2011-05-10,-4.742,-105.594,5.5
20781,2011-05-10,43.292,130.938,5.7
20782,2011-05-10,-4.702,-105.515,5.5
20783,2011-05-11,-20.298,168.349,5.6
20784,2011-05-13,12.434,143.987,5.5
20785,2011-05-13,-59.438,-151.353,5.7
20786,2011-05-13,9.954,-84.313,5.9
20787,2011-05-13,37.396,141.341,6.1
20788,2011-05-14,36.409,70.748,5.9
20789,2011-05-15,0.569,-25.647,6.1
20790,2011-05-15,-6.104,154.414,6.4
20791,2011-05-15,-6.861,155.061,5.5
20792,2011-05-17,-9.203,112.585,5.7
20793,2011-05-17,-15.645,-175.221,5.7
20794,2011-05-18,55.521,163.846,5.5
20795,2011-05-18,-6.628,147.893,5.5
20796,2011-05-19,39.149,29.103,5.8
20797,2011-05-20,35.761,140.843,5.8
20798,2011-05-20,-7.192,146.909,5.7
20799,2011-05-21,-56.074,-27.110,5.9
20800,2011-05-21,-30.822,-178.170,5.9
20801,2011-05-21,35.597,140.492,5.6
20802,2011-05-22,37.601,143.488,5.6
20803,2011-05-22,13.595,120.754,5.7
20804,2011-05-24,39.709,143.247,5.8
20805,2011-05-24,52.596,-173.256,5.5
20806,2011-05-28,-5.704,103.493,5.7
20807,2011-05-28,-27.466,-178.531,5.5
20808,2011-05-28,-27.261,-178.523,5.5
20809,2011-05-29,-7.715,101.757,5.9
20810,2011-06-01,-37.578,-73.691,6.3
20811,2011-06-03,37.285,143.907,6.1
20812,2011-06-03,9.635,92.459,5.5
20813,2011-06-03,37.067,140.912,5.5
20814,2011-06-05,-55.843,146.620,6.4
20815,2011-06-05,-15.115,-177.886,5.9
20816,2011-06-07,-44.176,-16.039,5.6
20817,2011-06-08,-17.083,-69.518,5.9
20818,2011-06-08,-4.571,149.936,5.5
20819,2011-06-09,-30.420,-178.055,5.6
20820,2011-06-12,13.414,41.735,5.6
20821,2011-06-13,-43.564,172.743,5.9
20822,2011-06-13,2.515,126.457,6.3
20823,2011-06-14,1.831,99.225,5.5
20824,2011-06-14,1.844,99.109,5.6
20825,2011-06-14,37.727,143.512,5.7
20826,2011-06-15,27.784,57.766,5.5
20827,2011-06-16,-5.928,151.040,6.4
20828,2011-06-17,13.303,41.732,5.6
20829,2011-06-18,37.664,141.664,5.7
20830,2011-06-18,14.021,-91.640,5.5
20831,2011-06-19,-5.963,-80.976,5.5
20832,2011-06-19,-54.889,-129.493,5.5
20833,2011-06-20,-21.701,-68.228,6.4
20834,2011-06-20,-13.287,167.214,5.7
20835,2011-06-21,-11.479,165.551,6
20836,2011-06-22,40.046,142.777,5.7
20837,2011-06-22,39.955,142.205,6.7
20838,2011-06-24,52.050,-171.836,7.3
20839,2011-06-24,-10.925,165.931,6.1
20840,2011-06-24,42.049,142.553,5.5
20841,2011-06-25,-24.512,179.370,5.6
20842,2011-06-26,18.863,146.279,5.5
20843,2011-06-26,-2.384,136.631,6.3
20844,2011-06-26,-2.412,136.657,5.6
20845,2011-06-27,-17.112,-173.692,5.5
20846,2011-06-27,-8.926,122.471,5.5
20847,2011-06-27,52.003,-171.762,5.8
20848,2011-06-28,52.087,-171.702,5.8
20849,2011-06-29,-33.906,-72.341,5.5
20850,2011-06-30,-23.483,-175.913,5.6
20851,2011-06-30,-23.535,-175.849,5.7
20852,2011-06-30,-23.566,-175.884,5.5
20853,2011-07-01,13.091,146.577,5.6
20854,2011-07-01,-6.626,147.850,5.6
20855,2011-07-03,12.326,-87.620,5.7
20856,2011-07-05,-38.674,175.750,5.5
20857,2011-07-05,-14.811,-176.025,5.7
20858,2011-07-06,36.372,141.618,5.7
20859,2011-07-06,-29.539,-176.340,7.6
20860,2011-07-06,-29.565,-176.249,5.6
20861,2011-07-07,-29.889,-176.338,5.5
20862,2011-07-07,-28.978,-176.711,5.7
20863,2011-07-07,-29.153,-176.942,5.8
20864,2011-07-07,37.125,140.869,5.5
20865,2011-07-08,0.961,-26.419,5.6
20866,2011-07-09,-4.137,129.396,5.5
20867,2011-07-09,-21.206,-174.538,5.9
20868,2011-07-09,-21.160,-174.638,5.6
20869,2011-07-09,-29.390,-177.120,5.9
20870,2011-07-09,-29.337,-177.051,6
20871,2011-07-09,-29.436,-177.007,6
20872,2011-07-10,38.034,143.264,7
20873,2011-07-10,-15.418,-176.083,5.7
20874,2011-07-11,-29.487,-176.579,5.9
20875,2011-07-11,-4.061,121.694,5.5
20876,2011-07-11,-22.680,-174.746,5.6
20877,2011-07-11,-49.928,-114.076,5.7
20878,2011-07-11,9.509,122.175,6.4
20879,2011-07-12,10.648,-85.200,5.5
20880,2011-07-12,-6.055,130.492,5.6
20881,2011-07-14,-38.237,-93.772,5.5
20882,2011-07-15,36.128,139.850,5.5
20883,2011-07-15,-60.762,-23.523,6.1
20884,2011-07-16,-33.819,-71.832,6
20885,2011-07-16,-22.434,-174.999,5.8
20886,2011-07-16,-7.089,127.585,5.9
20887,2011-07-16,-18.867,169.364,5.6
20888,2011-07-16,54.787,-161.290,6.1
20889,2011-07-18,52.801,152.944,5.5
20890,2011-07-18,51.280,178.944,5.8
20891,2011-07-19,-23.720,179.030,5.5
20892,2011-07-19,40.081,71.410,6.1
20893,2011-07-20,-10.340,162.010,6
20894,2011-07-21,-62.496,164.452,6
20895,2011-07-22,-20.325,-178.595,5.9
20896,2011-07-23,-29.335,-69.705,5.5
20897,2011-07-23,38.898,141.815,6.3
20898,2011-07-23,54.695,-161.148,5.7
20899,2011-07-23,13.107,145.253,5.5
20900,2011-07-24,37.730,141.390,6.3
20901,2011-07-25,-3.182,150.611,6.3
20902,2011-07-25,35.273,140.933,5.6
20903,2011-07-25,14.947,120.043,5.9
20904,2011-07-26,52.990,159.794,5.6
20905,2011-07-26,-9.230,67.113,5.8
20906,2011-07-26,25.101,-109.525,6
20907,2011-07-27,10.799,-43.391,5.9
20908,2011-07-28,40.344,143.236,5.6
20909,2011-07-28,-35.770,-73.116,5.7
20910,2011-07-29,-23.801,179.751,6.7
20911,2011-07-30,12.899,143.234,5.5
20912,2011-07-30,36.942,140.955,6.3
20913,2011-07-31,-17.016,171.579,6.1
20914,2011-07-31,41.795,142.826,5.5
20915,2011-07-31,-3.518,144.828,6.6
20916,2011-08-01,39.837,142.083,5.7
20917,2011-08-01,34.631,138.433,5.9
20918,2011-08-01,51.792,-171.267,5.6
20919,2011-08-02,-23.983,179.007,5.7
20920,2011-08-03,-5.045,148.161,5.7
20921,2011-08-04,-2.837,101.090,5.8
20922,2011-08-04,48.833,154.769,6.1
20923,2011-08-05,-29.989,-176.728,5.7
20924,2011-08-06,-35.884,-73.334,5.5
20925,2011-08-07,-11.791,168.308,5.6
20926,2011-08-08,-11.110,162.339,5.6
20927,2011-08-10,27.723,65.082,5.7
20928,2011-08-10,-7.040,-12.618,6
20929,2011-08-11,-24.799,179.919,5.7
20930,2011-08-11,39.955,77.028,5.6
20931,2011-08-11,37.034,140.893,5.8
20932,2011-08-12,-21.805,-177.021,5.5
20933,2011-08-13,-30.551,-177.932,5.5
20934,2011-08-13,14.394,-94.674,5.8
20935,2011-08-14,-1.337,-14.653,5.6
20936,2011-08-15,-1.814,-76.908,5.7
20937,2011-08-16,-2.323,128.011,6.1
20938,2011-08-16,-5.557,147.144,5.6
20939,2011-08-16,-57.229,-25.452,5.7
20940,2011-08-17,36.765,143.770,6.1
20941,2011-08-19,-16.522,-177.004,6.2
20942,2011-08-19,37.671,141.652,6.2
20943,2011-08-20,-22.504,-174.944,5.6
20944,2011-08-20,-15.878,-179.451,5.5
20945,2011-08-20,-18.365,168.143,7.2
20946,2011-08-20,-18.308,168.156,6.5
20947,2011-08-20,-18.311,168.218,7.1
20948,2011-08-21,-18.240,167.867,5.6
20949,2011-08-21,-18.600,168.165,5.5
20950,2011-08-21,-56.428,-27.494,5.6
20951,2011-08-21,-5.570,151.024,5.8
20952,2011-08-22,-17.428,167.268,5.7
20953,2011-08-22,-29.026,-176.676,5.7
20954,2011-08-22,36.083,141.688,5.9
20955,2011-08-22,-6.282,104.054,6.1
20956,2011-08-23,37.910,-77.936,5.8
20957,2011-08-24,-7.641,-74.525,7
20958,2011-08-24,-18.155,167.727,6.2
20959,2011-08-25,-13.598,166.996,5.9
20960,2011-08-25,-18.275,167.615,5.5
20961,2011-08-27,-24.593,179.924,5.7
20962,2011-08-28,-24.535,-115.945,5.6
20963,2011-08-29,-16.350,167.941,5.6
20964,2011-08-30,-6.362,126.752,6.9
20965,2011-08-31,-5.907,153.278,5.6
20966,2011-08-31,43.589,-28.902,5.5
20967,2011-09-01,-12.360,166.656,6
20968,2011-09-02,52.171,-171.708,6.9
20969,2011-09-02,-28.398,-63.029,6.7
20970,2011-09-03,-12.781,166.790,5.8
20971,2011-09-03,-56.451,-26.847,6.4
20972,2011-09-03,-38.435,-74.907,5.8
20973,2011-09-03,-20.671,169.716,7
20974,2011-09-04,-19.180,168.705,5.8
20975,2011-09-05,-15.295,-173.621,6.2
20976,2011-09-05,6.564,-82.358,5.8
20977,2011-09-05,2.965,97.893,6.7
20978,2011-09-07,-27.771,-178.461,5.5
20979,2011-09-09,-49.586,164.007,5.9
20980,2011-09-09,49.535,-126.893,6.4
20981,2011-09-11,-18.188,167.734,5.8
20982,2011-09-12,-3.626,144.178,5.9
20983,2011-09-13,5.617,-77.471,5.7
20984,2011-09-14,-32.696,-71.797,5.8
20985,2011-09-14,-35.111,-178.991,5.7
20986,2011-09-14,53.107,172.984,6
20987,2011-09-15,-35.366,-179.039,6.1
20988,2011-09-15,36.256,141.338,6.1
20989,2011-09-15,-14.956,-177.957,5.5
20990,2011-09-15,-21.611,-179.528,7.3
20991,2011-09-16,-20.679,169.790,5.5
20992,2011-09-16,40.273,142.779,6.7
20993,2011-09-16,40.235,143.240,5.7
20994,2011-09-16,40.239,143.008,5.9
20995,2011-09-16,40.077,143.150,5.8
20996,2011-09-16,40.242,143.145,5.7
20997,2011-09-17,40.265,142.657,5.7
20998,2011-09-18,39.845,143.052,5.6
20999,2011-09-18,27.730,88.155,6.9
21000,2011-09-19,52.037,-171.982,5.6
21001,2011-09-19,14.186,-90.238,5.6
21002,2011-09-20,-4.532,-105.207,5.7
21003,2011-09-22,39.785,38.842,5.5
21004,2011-09-22,-15.437,-175.311,6.4
21005,2011-09-23,-9.051,-109.440,5.9
21006,2011-09-28,-37.952,-73.853,5.6
21007,2011-10-01,-48.978,164.542,5.6
21008,2011-10-04,26.768,140.429,5.6
21009,2011-10-06,57.890,-32.492,5.5
21010,2011-10-06,9.700,138.245,5.8
21011,2011-10-06,-24.178,-64.219,5.9
21012,2011-10-07,-22.212,171.222,5.6
21013,2011-10-07,-32.514,-179.038,6.1
21014,2011-10-08,-4.694,134.137,5.7
21015,2011-10-08,-20.602,-173.222,5.9
21016,2011-10-09,-50.076,-115.958,5.5
21017,2011-10-10,37.547,141.257,5.6
21018,2011-10-10,-25.459,-116.219,5.5
21019,2011-10-11,-2.247,138.838,5.7
21020,2011-10-13,-9.350,114.587,6.1
21021,2011-10-13,43.462,-127.135,5.6
21022,2011-10-14,-6.570,147.881,6.5
21023,2011-10-14,54.080,123.722,6
21024,2011-10-15,-25.788,-177.455,5.5
21025,2011-10-18,-5.785,151.037,6.1
21026,2011-10-21,43.892,142.479,6.1
21027,2011-10-21,-28.993,-176.238,7.4
21028,2011-10-23,38.721,43.508,7.1
21029,2011-10-23,38.751,43.595,5.6
21030,2011-10-23,38.814,43.446,5.6
21031,2011-10-23,38.809,43.300,5.7
21032,2011-10-23,38.634,43.077,5.9
21033,2011-10-25,52.159,-171.826,5.7
21034,2011-10-25,38.811,43.623,5.6
21035,2011-10-27,-17.941,-179.531,6
21036,2011-10-28,-14.438,-75.966,6.9
21037,2011-10-28,-14.379,-75.998,5.6
21038,2011-10-28,-14.512,-75.844,5.6
21039,2011-10-30,25.372,122.866,5.7
21040,2011-10-30,-3.249,101.345,5.6
21041,2011-10-30,-25.741,-70.959,5.7
21042,2011-10-31,-23.346,-114.963,5.5
21043,2011-10-31,52.366,177.932,5.8
21044,2011-11-01,43.648,82.437,5.6
21045,2011-11-01,19.831,-109.205,6.3
21046,2011-11-02,-55.294,-128.843,6.1
21047,2011-11-04,-15.094,167.384,5.8
21048,2011-11-05,-18.241,168.304,5.9
21049,2011-11-05,-23.468,-70.199,5.7
21050,2011-11-06,35.532,-96.765,5.7
21051,2011-11-06,54.120,-162.549,5.7
21052,2011-11-07,36.502,71.102,5.6
21053,2011-11-07,-63.245,170.735,5.8
21054,2011-11-07,11.560,-85.861,6
21055,2011-11-08,27.324,125.621,6.9
21056,2011-11-09,38.429,43.229,5.6
21057,2011-11-09,10.542,146.095,5.7
21058,2011-11-11,-55.981,-124.439,6
21059,2011-11-11,-17.708,-173.095,5.6
21060,2011-11-11,-55.707,-124.327,5.6
21061,2011-11-14,-0.949,126.910,6.3
21062,2011-11-15,-7.482,127.849,5.5
21063,2011-11-15,-0.095,121.914,5.7
21064,2011-11-15,-5.280,140.311,5.7
