YEAR,MONTH,DAY,COUNTRY,LATITUDE,LONGITUDE,DISTANCE_FROM_SOURCE,MAXIMUM_HEIGHT
2006,7,17,INDONESIA,-7.7577,109.47034,281,0.8
2006,7,17,INDONESIA,-7.75633,109.47111,281,0.03
2006,7,17,INDONESIA,-7.72356,109.39491,277,1.98
2006,7,17,INDONESIA,-7.72368,109.39465,277,1.9
2006,7,17,INDONESIA,-7.69052,108.5355,213,0.26
2006,7,17,INDONESIA,-7.69183,108.53535,213,3.01
2006,7,17,INDONESIA,-8.745,115.21,859,0.12
2006,7,17,INDONESIA,5.826,95.347,2145,0.06
2006,7,17,AUSTRALIA,-18,122.2166,1871,0.02
2006,7,17,AUSTRALIA,-31.817,115.733,2652,0.14
2006,7,17,AUSTRALIA,-33.870889,121.895361,3113,0.1
2006,7,17,MALDIVES,6.767,73.167,4193,0.11
2006,7,17,MAURITIUS,-19.683,63.417,4863,0.37
2006,7,17,INDONESIA,-8.00531,110.26632,343,2.27
2006,7,17,INDONESIA,-8.0006,110.25356,342,2.51
2006,7,17,INDONESIA,-8.1902,110.79937,391,1.77
2006,7,17,INDONESIA,-8.226,111.07466,419,1.61
2006,7,17,INDONESIA,-8.22493,111.07457,419,1.91
2006,7,17,INDONESIA,-8.26222,111.80349,495,2.34
2006,7,17,INDONESIA,-8.31625,112.14462,531,1.66
2006,7,17,INDONESIA,-8.43199,112.68455,587,1.49
2006,7,17,INDONESIA,-7.69597,109.26426,268,4.26
2006,7,17,INDONESIA,-7.68749,109.14144,258,1.27
2006,7,17,INDONESIA,-7.68782,109.14268,258,1.53
2006,7,17,INDONESIA,-7.68655,109.14356,258,1.85
2006,7,17,INDONESIA,-7.72431,109.3941,277,1.87
2006,7,17,INDONESIA,-7.69848,108.5164,211,6.56
2006,7,17,INDONESIA,-7.70177,108.5116,211,2.93
2006,7,17,INDONESIA,-7.71097,108.50163,209,4.78
2006,7,17,INDONESIA,-7.74748,108.4954,206,1.06
2006,7,17,INDONESIA,-7.74768,108.49652,206,1.91
2006,7,17,INDONESIA,-7.7486,108.49807,206,3.12
2006,7,17,INDONESIA,-7.81648,108.40668,194,5.92
2006,7,17,INDONESIA,-7.8022,108.47643,200,3.52
2006,7,17,INDONESIA,-7.8028,108.47497,199,2.92
2006,7,17,INDONESIA,-7.80468,108.47652,199,7.77
2006,7,17,INDONESIA,-7.79392,108.48392,201,2.07
2006,7,17,INDONESIA,-7.79478,108.48563,201,3.97
2006,7,17,INDONESIA,-7.79512,108.48518,201,4.22
2006,7,17,INDONESIA,-7.81297,108.33227,190,5.48
2006,7,17,INDONESIA,-7.81357,108.33227,190,5.78
2006,7,17,INDONESIA,-7.8137,108.33238,190,6.18
2006,7,17,INDONESIA,-7.81412,108.33237,190,5.78
2006,7,17,INDONESIA,-7.81168,108.31642,189,6.26
2006,7,17,INDONESIA,-7.81257,108.31552,189,
2006,7,17,INDONESIA,-7.79083,108.18398,184,
2006,7,17,INDONESIA,-7.7748,108.11573,182,
2006,7,17,INDONESIA,-7.77288,108.0971,181,
2006,7,17,INDONESIA,-7.77107,108.09823,181,
2006,7,17,INDONESIA,-7.74818,108.01393,180,4.85
2006,7,17,INDONESIA,-7.75033,109.01564,243,2.36
2006,7,17,INDONESIA,-7.74855,109.01971,244,2.26
2006,7,17,INDONESIA,-7.71445,109.03283,247,2.57
2006,7,17,INDONESIA,-7.68948,109.08001,253,3.97
2006,7,17,INDONESIA,-7.6871,109.07911,253,3.87
2006,7,17,INDONESIA,-7.68589,109.14365,258,3.26
2006,7,17,INDONESIA,-7.69722,109.25789,267,6.73
2006,7,17,INDONESIA,-7.69722,109.25789,267,6.43
2006,7,17,INDONESIA,-7.6968,109.25801,267,6.83
2006,7,17,INDONESIA,-7.6741,108.6477,222,
2006,7,17,INDONESIA,-7.7,109.31,271,
2006,7,17,INDONESIA,-7.367288,108.544947,244,
2006,7,17,INDONESIA,-7.68,108.6,219,
2006,7,17,INDONESIA,-7.70709,108.65236,220,3.64
2006,7,17,INDONESIA,-7.70227,108.65826,220,5.45
2006,7,17,INDONESIA,-7.70227,108.65826,220,5.65
2006,7,17,INDONESIA,-7.70227,108.65826,220,6.35
2006,7,17,INDONESIA,-7.70701,108.66362,220,2.9
2006,7,17,INDONESIA,-7.67612,108.70329,226,7.55
2006,7,17,INDONESIA,-7.6762,108.70409,226,6.45
2006,7,17,INDONESIA,-7.67514,108.70421,226,4.75
2006,7,17,INDONESIA,-7.67514,108.70421,226,6.35
2006,7,17,INDONESIA,-7.67514,108.70421,226,4.95
2006,7,17,INDONESIA,-7.67462,108.70433,226,5.85
2006,7,17,INDONESIA,-7.67423,108.7044,226,3.05
2006,7,17,INDONESIA,-7.67392,108.70444,226,2.55
2006,7,17,INDONESIA,-7.67364,108.70449,226,1.65
2006,7,17,INDONESIA,-7.68192,108.67688,224,4.67
2006,7,17,INDONESIA,-7.68192,108.67688,224,3.17
2006,7,17,INDONESIA,-7.68006,108.67581,224,2.57
2006,7,17,INDONESIA,-7.69267,108.66273,222,4.93
2006,7,17,INDONESIA,-7.69652,108.65971,221,4.72
2006,7,17,INDONESIA,-7.69599,108.76251,228,7.34
2006,7,17,INDONESIA,-7.69568,108.76251,228,7.65
2006,7,17,INDONESIA,-7.6833,108.65,222,5
2006,7,17,INDONESIA,-7.7525,109.6881,301,0.5
2006,7,17,INDONESIA,-7.6924,108.65054,221,3.43
2006,7,17,INDONESIA,-7.70011,108.6564,221,3.07
2006,7,17,INDONESIA,-7.70012,108.65661,221,3.2
2006,7,17,INDONESIA,-7.70371,108.65651,220,4
2006,7,17,INDONESIA,-7.70383,108.65677,220,4
2006,7,17,INDONESIA,-7.70391,108.65703,220,3.75
2006,7,17,INDONESIA,-7.70396,108.65702,220,3.5
2006,7,17,INDONESIA,-7.7015,108.65661,220,4.09
2006,7,17,INDONESIA,-7.6989,108.65554,221,6.73
2006,7,17,INDONESIA,-7.69856,108.65586,221,4.13
2006,7,17,INDONESIA,-7.69287,108.6517,221,4.37
2006,7,17,INDONESIA,-7.69271,108.65178,221,4.07
2006,7,17,INDONESIA,-7.69243,108.65195,221,3.27
2006,7,17,INDONESIA,-7.69209,108.65211,221,3.17
2006,7,17,INDONESIA,-7.69204,108.65215,221,3.07
2006,7,17,INDONESIA,-7.68613,108.63411,220,6.27
2006,7,17,INDONESIA,-7.68532,108.63449,220,6.37
2006,7,17,INDONESIA,-7.68496,108.63476,220,4.37
2006,7,17,INDONESIA,-7.6843,108.63496,220,3.77
2006,7,17,INDONESIA,-7.68594,109.14359,258,1.45
2006,7,17,INDONESIA,-8.12831,110.54893,367,2.31
2006,7,17,INDONESIA,-8.1285,110.54839,367,2.39
2006,7,17,INDONESIA,-8.13353,110.5548,367,1.11
2006,7,17,INDONESIA,-8.14516,110.59904,372,3.26
2006,7,17,INDONESIA,-8.14676,110.60732,372,4.01
2006,7,17,INDONESIA,-8.13787,110.57689,370,4.12
2006,7,17,INDONESIA,-7.74246,108.87739,233,12.1
2006,7,17,INDONESIA,-7.7426,108.87707,233,11
2006,7,17,INDONESIA,-7.74222,108.87795,233,17
2006,7,17,INDONESIA,-7.74212,108.87757,233,15.3
2006,7,17,INDONESIA,-7.69525,109.25816,267,4.13
2006,7,17,INDONESIA,-7.74507,108.88274,233,10.7
2006,7,17,INDONESIA,-7.74495,108.88228,233,13.3
2006,7,17,INDONESIA,-7.74504,108.88213,233,16.1
2006,7,17,INDONESIA,-7.74504,108.88183,233,14.8
2006,7,17,INDONESIA,-7.74496,108.8814,233,10.7
2006,7,17,INDONESIA,-7.74495,108.8813,233,11.1
2006,7,17,INDONESIA,-7.74455,108.88067,233,10.3
2006,7,17,INDONESIA,-7.6679,108.5296,215,
2006,7,17,INDONESIA,-7.7232,109.3948,277,1
2006,7,17,INDONESIA,-7.69118,108.75621,228,6.05
2006,7,17,INDONESIA,-7.69212,108.75314,228,7.86
2006,7,17,INDONESIA,-7.69107,108.75455,228,6.16
2006,7,17,INDONESIA,-7.74166,108.99664,242,1
2006,7,17,INDONESIA,-7.6826,108.61287,219,7.87
2006,7,17,INDONESIA,-7.68002,108.61268,219,2.16
2006,7,17,INDONESIA,-7.68253,108.60377,219,7.62
2006,7,17,INDONESIA,-7.68267,108.60457,219,7.6
2006,7,17,INDONESIA,-7.68155,108.60403,219,6.32
2006,7,17,INDONESIA,-7.68017,108.59952,218,2.02
2006,7,17,INDONESIA,-7.68025,108.60015,219,4.72
2006,7,17,INDONESIA,-7.74025,108.87645,233,15.1
2006,7,17,INDONESIA,-7.74043,108.87625,233,13.9
2006,7,17,INDONESIA,-7.7409,108.87578,233,14.9
2006,7,17,INDONESIA,-7.74188,108.8749,233,19.8
2006,7,17,INDONESIA,-7.74184,108.87489,233,19.4
2006,7,17,INDONESIA,-7.74727,108.88456,233,18.4
2006,7,17,INDONESIA,-7.71503,109.36961,275,6.6
2006,7,17,INDONESIA,-7.758,109.46678,281,4.2
2006,7,17,INDONESIA,-7.80466,109.71989,301,5.8
2006,7,17,INDONESIA,-7.7754,109.58221,290,5.05
2006,7,17,INDONESIA,-7.77492,109.58233,290,4.65
2006,7,17,INDONESIA,-7.7747,109.58234,290,4.35
2006,7,17,INDONESIA,-7.76811,109.43613,277,3
2006,7,17,AUSTRALIA,-10.424286,105.671078,231,0.41
2006,7,17,AUSTRALIA,-12.117,96.883,1194,0.06
2006,7,17,INDONESIA,-7.74388,108.88096,233,13.1
2006,7,17,INDONESIA,-7.74367,108.88087,233,15.2
2006,7,17,INDONESIA,-7.74362,108.88077,233,14.7
2006,7,17,INDONESIA,-7.7436,108.88068,233,16.2
2006,7,17,INDONESIA,-7.74068,108.8805,233,20.9
2006,7,17,INDONESIA,-7.74149,108.87952,233,12.8
2006,7,17,INDONESIA,-7.74158,108.87935,233,14.6
2006,7,17,INDONESIA,-7.74126,108.87895,233,20.3
2006,7,17,INDONESIA,-7.74126,108.87839,233,16
2006,7,17,INDONESIA,-7.74137,108.87829,233,17.4
2006,7,17,INDONESIA,-7.74177,108.87841,233,15.1
2006,7,17,INDONESIA,-7.74214,108.87822,233,15.9
2006,7,17,INDONESIA,-7.74242,108.87817,233,15.6
2006,7,17,INDONESIA,-7.76671,109.43837,278,5.5
2006,7,17,INDONESIA,-7.84125,109.86759,313,4.66
2006,7,17,INDONESIA,-7.87941,109.98344,322,5.99
2006,7,17,INDONESIA,-7.87909,109.9836,322,5.69
2006,7,17,INDONESIA,-7.95166,110.15297,335,5.24
2006,7,17,INDONESIA,-7.68271,108.61284,219,3.72
2006,7,17,INDONESIA,-7.68151,108.61296,219,1.63
2006,7,17,INDONESIA,-7.6832,108.62401,220,4.11
2006,7,17,INDONESIA,-7.67673,108.59217,218,2.54
2006,9,28,USA TERRITORY,-14.2766,-170.689,295,0.08
2006,10,15,USA,20.0366,-155.829,21,0.1
2006,11,15,RUSSIA,47.53632,152.83617,110,11
2006,11,15,CHILE,-18.467,-70.333,14971,0.41
2006,11,15,KIRIBATI,1.367,172.933,5381,0.04
2006,11,15,"MARSHALL ISLANDS, REP. OF",7.1,171.383,4721,0.08
2006,11,15,"MICRONESIA, FED. STATES OF",6.59,158.15,4474,
2006,11,15,USA,36.97,-122.02,6765,
2006,11,15,RUSSIA,48.08323,153.26612,166,11.8
2006,11,15,RUSSIA,48.08123,153.26444,166,10.6
2006,11,15,RUSSIA,48.07906,153.26357,165,12.5
2006,11,15,RUSSIA,48.07707,153.26329,165,10.7
2006,11,15,RUSSIA,48.0751,153.26518,165,12.6
2006,11,15,RUSSIA,48.0734,153.26681,165,18.1
2006,11,15,RUSSIA,48.07098,153.26668,165,19
2006,11,15,RUSSIA,48.06911,153.26872,164,16.8
2006,11,15,RUSSIA,48.06642,153.26921,164,15.7
2006,11,15,RUSSIA,48.05172,153.27181,162,14.3
2006,11,15,RUSSIA,48.0531,153.26861,163,12.2
2006,11,15,RUSSIA,48.05498,153.26675,163,17
2006,11,15,RUSSIA,48.05728,153.26618,163,15.3
2006,11,15,RUSSIA,48.05941,153.26706,163,21.9
2006,11,15,RUSSIA,48.06177,153.26918,163,16.7
2006,11,15,RUSSIA,48.06401,153.26918,164,12.1
2006,11,15,RUSSIA,48.04985,153.27407,162,9.9
2006,11,15,RUSSIA,48.04854,153.27534,162,10.4
2006,11,15,RUSSIA,48.04751,153.27489,162,9.6
2006,11,15,RUSSIA,48.0466,153.27397,162,8.6
2006,11,15,RUSSIA,48.04504,153.27429,162,8.6
2006,11,15,RUSSIA,48.04349,153.27506,161,8.1
2006,11,15,RUSSIA,48.04193,153.27764,161,6.1
2006,11,15,RUSSIA,48.04124,153.27865,161,7.3
2006,11,15,RUSSIA,48.04199,153.24922,161,5.7
2006,11,15,RUSSIA,48.03976,153.23971,161,7.3
2006,11,15,RUSSIA,48.04023,153.24302,161,5.7
2006,11,15,RUSSIA,48.04127,153.24595,161,7.1
2006,11,15,RUSSIA,48.04234,153.25296,161,4.9
2006,11,15,RUSSIA,48.04244,153.25585,161,6.4
2006,11,15,RUSSIA,48.04267,153.2593,161,5.7
2006,11,15,RUSSIA,48.04202,153.26372,161,7.9
2006,11,15,RUSSIA,48.04034,153.26773,161,7.8
2006,11,15,RUSSIA,48.03749,153.2709,161,7.8
2006,11,15,RUSSIA,47.53287,152.82868,110,10.1
2006,11,15,RUSSIA,47.54934,152.85081,111,5.7
2006,11,15,RUSSIA,47.7063,152.96405,126,9.4
2006,11,15,RUSSIA,47.69963,152.96543,125,4.2
2006,11,15,RUSSIA,47.69893,152.96575,125,5
2006,11,15,RUSSIA,48.08416,153.2674,166,12
2006,11,15,RUSSIA,47.29868,152.48257,99,6.9
2006,11,15,RUSSIA,47.29834,152.48416,98,6.7
2006,11,15,RUSSIA,47.29807,152.48616,98,7.4
2006,11,15,RUSSIA,47.2964,152.49141,98,6.5
2006,11,15,RUSSIA,47.29979,152.48218,99,10.6
2006,11,15,RUSSIA,47.29966,152.47368,99,6.2
2006,11,15,RUSSIA,47.29774,152.4876,98,9.2
2006,11,15,RUSSIA,47.29659,152.49009,98,6.7
2006,11,15,RUSSIA,47.30047,152.48114,99,6.8
2006,11,15,RUSSIA,47.30043,152.48006,99,6.3
2006,11,15,RUSSIA,47.30022,152.47934,99,6
2006,11,15,RUSSIA,47.30033,152.47762,99,10.4
2006,11,15,RUSSIA,47.30025,152.47754,99,9.7
2006,11,15,RUSSIA,47.29968,152.4746,99,7.9
2006,11,15,RUSSIA,47.29966,152.47368,99,6.2
2006,11,15,RUSSIA,47.2996,152.47238,99,6.8
2006,11,15,RUSSIA,47.52596,152.8262,109,13.5
2006,11,15,RUSSIA,47.53181,152.82719,110,11.7
2006,11,15,RUSSIA,47.53244,152.82906,110,11.2
2006,11,15,USA,34.008,-118.5,7221,0.15
2006,11,15,USA,32.715,-117.174,7408,0.09
2006,11,15,FRENCH POLYNESIA,-23.1203,-134.969,10569,0.06
2006,11,15,USA,33.719,-118.272,7258,0.11
2006,11,15,CANADA,48.425,-123.372,5940,0.09
2006,11,15,MEXICO,31.87,-116.62,7510,0.64
2006,11,15,FRENCH POLYNESIA,-9.8049,-139.0347,9159,0.33
2006,11,15,JAPAN,42.167,142.767,968,0.59
2006,11,15,JAPAN,39.65,141.983,1196,0.29
2006,11,15,JAPAN,39.267,141.883,1232,0.26
2006,11,15,JAPAN,34.067,139.483,1813,0.7
2006,11,15,RUSSIA,47.53742,152.84057,110,7.4
2006,11,15,RUSSIA,47.53324,152.83098,110,11.2
2006,11,15,RUSSIA,47.53508,152.83231,110,12
2006,11,15,RUSSIA,47.06971,152.18614,98,10.6
2006,11,15,RUSSIA,47.0696,152.18429,98,8.8
2006,11,15,RUSSIA,47.06582,152.17981,98,8.2
2006,11,15,RUSSIA,47.06772,152.1823,98,9.9
2006,11,15,RUSSIA,47.06393,152.17726,98,6.9
2006,11,15,RUSSIA,47.06201,152.17549,98,6.7
2006,11,15,RUSSIA,47.06094,152.17313,98,7.3
2006,11,15,RUSSIA,47.05979,152.17162,98,8.6
2006,11,15,RUSSIA,47.05807,152.16878,98,6.3
2006,11,15,RUSSIA,47.05628,152.1665,98,4.4
2006,11,15,RUSSIA,47.05409,152.16471,98,11.3
2006,11,15,RUSSIA,47.04942,152.16235,98,7.9
2006,11,15,RUSSIA,47.0453,152.15915,98,12.4
2006,11,15,RUSSIA,47.04313,152.15841,98,20
2006,11,15,RUSSIA,47.29924,152.48283,99,6.5
2006,11,15,RUSSIA,48.04412,153.22497,162,17.1
2006,11,15,RUSSIA,48.04412,153.2265,162,18.1
2006,11,15,RUSSIA,48.04786,153.21894,162,13.6
2006,11,15,RUSSIA,47.07039,152.18792,98,9.1
2006,11,15,RUSSIA,46.8452,151.89542,108,1.3
2006,11,15,RUSSIA,46.83173,151.87659,109,3.9
2006,11,15,RUSSIA,46.83411,151.87962,109,2.3
2006,11,15,RUSSIA,46.85281,151.9075,108,4.4
2006,11,15,RUSSIA,46.85087,151.90409,108,6.2
2006,11,15,RUSSIA,46.84178,151.89,109,5.7
2006,11,15,RUSSIA,46.83668,151.88249,109,7.2
2006,11,15,RUSSIA,47.07085,152.18777,98,8.7
2006,11,15,RUSSIA,47.04769,152.1607,98,11.7
2006,11,15,RUSSIA,47.04684,152.15963,98,9.3
2006,11,15,RUSSIA,47.07971,152.21016,97,13.3
2006,11,15,RUSSIA,47.0788,152.20884,97,8.8
2006,11,15,RUSSIA,47.07835,152.20566,97,7.7
2006,11,15,RUSSIA,47.07818,152.20214,97,10.8
2006,11,15,RUSSIA,47.07809,152.19888,98,13
2006,11,15,RUSSIA,47.07754,152.19528,98,15.5
2006,11,15,RUSSIA,47.07537,152.19476,98,13
2006,11,15,RUSSIA,47.07312,152.19315,98,15.3
2006,11,15,RUSSIA,47.07124,152.19088,98,11.9
2006,11,15,ECUADOR,-0.433,-90.283,12030,0.3
2006,11,15,TONGA,-21.138,-175.1815,8174,0.07
2006,11,15,VANUATU,-17.7553,168.3077,7315,0.14
2006,11,15,ECUADOR,-0.7533,-90.3117,12055,0.33
2006,11,15,PERU,-12.069,-77.1668,13953,0.36
2006,11,15,CHILE,-29.95,-71.3353,15780,0.37
2006,11,15,CHILE,-33.636017,-78.829881,15453,0.22
2006,11,15,CHILE,-27.0644,-70.8247,15612,0.38
2006,11,15,CHILE,-23.65,-70.404,15384,0.28
2006,11,15,CHILE,-36.6953,-73.1063,16074,0.48
2006,11,15,CHILE,-20.217,-70.156,15127,0.32
2006,11,15,PERU,-16.209,-73.622,14551,0.12
2006,11,15,USA,59.55,-139.733,4486,0.13
2006,11,15,USA,40.767,-124.217,6359,0.17
2006,11,15,JAPAN,35.75,140.867,1587,0.1
2006,11,15,JAPAN,34.9189,139.825,1718,0.1
2006,11,15,USA,22.2125,-159.4982,5010,0.43
2006,11,15,USA,21.593,-158.1055,5160,0.58
2006,11,15,USA,21.4498,-158.197,5165,0.5
2006,11,15,USA,21.3199,-157.6688,5214,0.32
2006,11,15,USA,21.3067,-157.867,5200,0.17
2006,11,15,USA,21.437,-157.793,5196,0.05
2006,11,15,USA,21.192,-156.988,5274,0.44
2006,11,15,USA,20.88,-156.69,5321,0.23
2006,11,15,USA,20.0366,-155.829,5450,0.33
2006,11,15,USA,19.188,-155.91,5512,0.12
2006,11,15,USA,19.671,-156.028,5465,0.13
2006,11,15,USA,19.4992,-154.8197,5567,0.07
2006,11,15,JAPAN,42.3,143.317,922,0.37
2006,11,15,RUSSIA,44.03,145.86,645,0.28
2006,11,15,RUSSIA,59.517,150.8,1447,0.32
2006,11,15,RUSSIA,47.033,142.05,854,0.12
2006,11,15,CHILE,-33.033,-71.633,15964,0.35
2006,11,15,CHILE,-33.5833,-71.6189,16000,0.28
2006,11,15,CHILE,-39.8783,-73.4228,16222,0.28
2006,11,15,CHILE,-41.867,-73.8278,16287,0.1
2006,11,15,CHILE,-26.283,-80.117,14856,0.18
2006,11,15,CHILE,-27.15,-109.45,12696,0.37
2006,11,15,RUSSIA,48.07375,153.28205,165,9.9
2006,11,15,RUSSIA,48.07213,153.28239,165,9.3
2006,11,15,RUSSIA,48.07238,153.28224,165,8
2006,11,15,JAPAN,28.383,129.5,2894,0.39
2006,11,15,JAPAN,28.317,129.533,2898,0.37
2006,11,15,JAPAN,24.333,124.167,3578,0.09
2006,11,15,RUSSIA,53.01667,158.65,812,0.06
2006,11,15,RUSSIA,48.04707,153.22058,162,14
2006,11,15,RUSSIA,48.04599,153.22315,162,17.1
2006,11,15,RUSSIA,48.04537,153.2243,162,18.1
2006,11,15,RUSSIA,48.04444,153.22463,162,17.1
2006,11,15,RUSSIA,48.04284,153.22588,161,18.3
2006,11,15,RUSSIA,48.04266,153.22644,161,20.2
2006,11,15,RUSSIA,48.04154,153.22731,161,20.8
2006,11,15,RUSSIA,48.0398,153.22876,161,12.9
2006,11,15,RUSSIA,48.07637,153.28168,165,10
2006,11,15,RUSSIA,48.0751,153.28164,165,11.3
2006,11,15,CANADA,54.25,-133.033333,5049,0.19
2006,11,15,CANADA,54.192,-133.003,5053,0.14
2006,11,15,CANADA,52.163,-128.143,5441,0.04
2006,11,15,CANADA,50.722,-127.488,5555,0.07
2006,11,15,CANADA,50.513,-128.028,5532,0.12
2006,11,15,CANADA,49.153,-125.913,5738,0.13
2006,11,15,CANADA,48.837,-125.137,5805,0.11
2006,11,15,USA,48.942,-178.27,2131,
2006,11,15,USA,48.861,-175.601,2326,
2006,11,15,USA,49.626,-169.871,2731,
2006,11,15,USA,51.068,-164.02,3122,
2006,11,15,USA,39.34,-127.007,6258,
2006,11,15,USA,42.903,-130.909,5766,
2006,11,15,USA,45.859,-128.778,5739,
2006,11,15,USA,8.489,-125.006,8694,
2006,11,15,CHILE,-19.547,-74.813,14739,
2006,11,15,USA,52.65,-156.94,3576,
2006,11,15,USA,55.3,-148.5,4067,
2006,11,15,USA,57.499,-144.001,4290,
2006,11,15,FRENCH POLYNESIA,-8.9148,-140.09586,9008,0.44
2006,11,15,USA,44.625,-124.043,6125,0.17
2006,11,15,NAURU,-0.533,166.9,5408,0.06
2006,11,15,FIJI,-18.133,178.427,7629,0.03
2006,11,15,FIJI,-17.6,177.433,7540,0.05
2006,11,15,JAPAN,41.7187,140.7247,1136,0.2
2006,11,15,JAPAN,40.533,141.533,1159,0.3
2006,11,15,JAPAN,27.0939,142.1947,2377,0.5
2006,11,15,USA TERRITORY,28.215,-177.361,3271,0.47
2006,11,15,USA,52.731,174.103,1641,0.46
2006,11,15,USA,51.378,179.302,1962,0.29
2006,11,15,USA,21.927,-159.36,5042,0.44
2006,11,15,USA,20.895,-156.477,5335,0.8
2006,11,15,USA,19.7303,-155.0553,5532,0.48
2006,11,15,USA,46.908,-124.11,5983,0.05
2006,11,15,USA,47.909,-124.637,5890,0.16
2006,11,15,USA,44.65,-124.06,6123,0.1
2006,11,15,USA,48.478,-129.359,5556,
2006,11,15,NEW ZEALAND,-43.7315,-176.733,10471,0.28
2006,11,15,NEW ZEALAND,-42.4129,173.7028,10103,0.16
2006,11,15,NEW ZEALAND,-43.57,172.773,10211,0.17
2006,11,15,NEW ZEALAND,-43.6058,172.7222,10213,0.17
2006,11,15,NEW ZEALAND,-44.392,171.254,10273,0.29
2006,11,15,RUSSIA,43.867,146.817,589,0.78
2006,11,15,RUSSIA,47.415,142.85,795,0.13
2006,11,15,USA,20.898,-156.472,5335,0.76
2006,11,15,USA TERRITORY,19.29,166.6183,3272,0.12
2006,11,15,USA,52.9406,-168.871,2775,0.19
2006,11,15,JAPAN,26.217,127.667,3195,0.11
2006,11,15,"MARSHALL ISLANDS, REP. OF",8.733,167.733,4430,0.14
2006,11,15,USA,51.863,-176.632,2246,0.2
2006,11,15,PAPUA NEW GUINEA,-2.035,147.367,5439,0.07
2006,11,15,TUVALU,-8.525,179.2,6648,0.05
2006,11,15,USA,55.337,-160.502,3313,0.11
2006,11,15,USA,57.052,-135.342,4806,0.12
2006,11,15,USA,48.125,-123.44,5953,0.12
2006,11,15,SOLOMON ISLANDS,-9.429,159.955,6266,0.04
2006,11,15,USA,37.92833,-122.4,6673,0.09
2006,11,15,JAPAN,36.933,140.9,1482,0.1
2006,11,15,USA,42.737,-124.497,6213,0.55
2006,11,15,USA,43.352,-124.192,6195,0.19
2006,11,15,USA,41.7456,-124.184,6298,0.88
2006,11,15,USA,38.914,-123.711,6516,0.61
2006,11,15,USA,37.997,-122.975,6629,0.33
2006,11,15,USA,35.17666,-120.755,6979,0.56
2006,11,15,USA,34.4803,-119.69,7103,0.4
2006,11,15,JAPAN,43.2781,145.5678,709,0.36
2006,11,15,JAPAN,42.9756,144.3714,809,0.26
2006,11,15,USA,19.634,-156.507,5432,
2006,11,15,JAPAN,38.3,141.5,1333,0.2
2006,11,15,NEW ZEALAND,-37.6304,176.186,9642,0.11
2006,11,15,USA,32.867,-117.257,7391,0.1
2006,11,15,JAPAN,32.7792,132.9589,2307,0.39
2006,11,15,NEW ZEALAND,-43.975,168.616,10186,0.11
2006,11,15,USA,46.208,-123.767,6047,0.04
2006,11,15,USA,48.367,-124.612,5865,0.09
2006,11,15,JAPAN,34.6083,138.2222,1835,0.25
2006,11,15,KIRIBATI,-2.817,-171.717,6477,0.02
2006,11,15,SAMOA,-13.8268,-171.7613,7573,0.39
2006,11,15,USA,55.062,-162.31,3199,0.2
2006,11,15,USA TERRITORY,-14.2766,-170.689,7668,0.22
2006,11,15,NIUE,-19.053,-169.921,8183,0.07
2006,11,15,COOK ISLANDS,-21.2,-159.783,8892,0.22
2006,11,15,USA,37.807,-122.465,6677,0.16
2006,11,15,JAPAN,39.017,141.75,1260,0.42
2006,11,15,USA,60.119,-149.427,3941,0.04
2006,12,26,CHINA,24.879,118.932,380,0.05
2006,12,26,VIETNAM,13.767,109.217,1495,0.8
2006,12,26,CHINA,22.267,114.283,648,0.07
2006,12,26,CHINA,23.701,117.431,383,0.05
2007,1,13,USA,48.942,-178.27,2051,0.03
2007,1,13,RUSSIA,44.03,145.86,723,0.06
2007,1,13,USA,59.55,-139.733,4443,0.05
2007,1,13,USA,21.3067,-157.867,5097,0.06
2007,1,13,JAPAN,42.9756,144.3714,881,0.1
2007,1,13,JAPAN,39.017,141.75,1316,0.22
2007,1,13,JAPAN,39.267,141.883,1289,0.07
2007,1,13,JAPAN,39.65,141.983,1255,0.08
2007,1,13,USA,57.052,-135.342,4759,0.08
2007,1,13,USA,48.367,-124.612,5807,0.03
2007,1,13,USA,47.909,-124.637,5831,0.13
2007,1,13,USA,38.914,-123.711,6445,0.25
2007,1,13,USA,35.17666,-120.755,6906,0.11
2007,1,13,USA,43.352,-124.192,6129,0.04
2007,1,13,USA,41.7456,-124.184,6230,0.23
2007,1,13,USA,37.997,-122.975,6557,0.12
2007,1,13,JAPAN,43.2781,145.5678,780,0.13
2007,1,13,USA,52.731,174.103,1581,0.32
2007,1,13,USA TERRITORY,19.29,166.6183,3196,0.08
2007,1,13,USA TERRITORY,28.215,-177.361,3168,0.19
2007,1,13,USA,19.7303,-155.0553,5428,0.11
2007,1,13,USA,21.927,-159.36,4939,0.1
2007,1,13,USA,51.863,-176.632,2177,0.05
2007,1,13,RUSSIA,43.867,146.817,660,0.2
2007,1,13,USA,20.895,-156.477,5232,0.17
2007,1,13,PERU,-12.069,-77.1668,13878,0.14
2007,1,13,"MARSHALL ISLANDS, REP. OF",8.733,167.733,4358,0.11
2007,1,13,COOK ISLANDS,-21.2,-159.783,8797,0.04
2007,1,13,USA,37.807,-122.465,6605,0.05
2007,1,13,USA,34.4803,-119.69,7030,0.1
2007,1,13,JAPAN,27.0939,142.1947,2390,0.4
2007,1,13,USA,42.737,-124.497,6147,0.27
2007,1,13,USA,53.883,-166.533,2867,0.06
2007,1,13,USA TERRITORY,-14.2766,-170.689,7579,0.11
