YEAR,MONTH,DAY,COUNTRY,LATITUDE,LONGITUDE,DISTANCE_FROM_SOURCE,MAXIMUM_HEIGHT
1958,7,10,USA,59.13,-138.61,140,1.83
1958,7,10,USA,58.75,-136.33,47,0.91
1958,7,10,USA,59.55,-139.74,220,0.9
1958,7,10,USA,59.598,-139.761,224,6.1
1958,7,10,USA,59.44,-135.33,142,7.6
1958,9,17,RUSSIA,44.03,145.86,935,0.23
1958,10,7,VANUATU,-16.68,168.3,30,
1958,11,4,USA TERRITORY,28.215,-177.361,10645,0.1
1958,11,6,USA,21.3067,-157.867,5509,0.1
1958,11,6,USA,20.895,-156.477,5648,0.3
1958,11,6,USA TERRITORY,28.215,-177.361,3515,0.2
1958,11,6,USA,21.927,-159.36,5348,0.1
1958,11,6,JAPAN,33.55,133.55,1775,0.1
1958,11,6,JAPAN,34.483,136.817,1501,0.03
1958,11,6,JAPAN,38.3,141.5,908,0.21
1958,11,6,JAPAN,40.533,141.533,726,0.51
1958,11,6,JAPAN,40.517,141.517,728,0.34
1958,11,6,JAPAN,35.75,140.867,1173,0.2
1958,11,6,JAPAN,34.9189,139.825,1302,0.09
1958,11,6,JAPAN,36.933,140.9,1061,0.13
1958,11,6,JAPAN,44.017,144.283,344,0.22
1958,11,6,JAPAN,43.05,145.083,323,1
1958,11,6,JAPAN,41.7187,140.7247,707,0.26
1958,11,6,JAPAN,43.083,145.133,317,0.8
1958,11,6,JAPAN,42.9756,144.3714,377,0.16
1958,11,6,JAPAN,44.35,143.367,411,0.09
1958,11,6,JAPAN,42.1,140.6,697,0.2
1958,11,6,JAPAN,42.35,140.95,659,0.14
1958,11,6,JAPAN,43.35,145.583,271,0.6
1958,11,6,JAPAN,42.633,141.617,596,0.07
1958,11,6,JAPAN,42.167,142.767,536,0.37
1958,11,6,JAPAN,45.4,141.683,548,0.1
1958,11,6,JAPAN,39.65,141.983,766,0.11
1958,11,6,JAPAN,31.267,130.3,2168,0.02
1958,11,6,JAPAN,32.7792,132.9589,1875,0.09
1958,11,6,JAPAN,38.267,141.033,936,0.25
1958,11,6,JAPAN,38.833,141.6,856,0.3
1958,11,6,JAPAN,38.883,141.6,852,0.28
1958,11,6,JAPAN,38.433,141.45,899,0.34
1958,11,6,JAPAN,38.3,141.033,933,0.2
1958,11,6,JAPAN,34.667,135.433,1566,0.06
1958,11,6,JAPAN,34.9,139.133,1338,
1958,11,6,JAPAN,34.6083,138.2222,1412,0.17
1958,11,6,JAPAN,33.467,135.783,1648,0.15
1958,11,6,JAPAN,33.55,135.9,1634,0.14
1958,11,6,JAPAN,43.2781,145.5678,276,0.81
1958,11,6,JAPAN,31.583,131.417,2071,0.05
1958,11,6,JAPAN,42.3,143.333,488,0.46
1958,11,6,CANADA,49.153,-125.913,6171,0.05
1958,11,6,RUSSIA,44.03,145.86,221,2.5
1958,11,6,RUSSIA,45.87,149.82,180,3
1958,11,6,USA,52.83,173.2,2019,0.2
1958,11,6,USA,51.863,-176.632,2679,0.1
1958,11,6,USA TERRITORY,-14.2766,-170.689,7730,0.1
1958,11,6,USA TERRITORY,19.29,166.6183,3269,0.1
1958,11,6,PERU,-4.583,-81.283,13454,0.1
1958,11,6,RUSSIA,44.9,147.5,92,4
1958,11,6,"MARSHALL ISLANDS, REP. OF",8.733,167.733,4390,0.1
1958,11,6,RUSSIA,43.78,146.75,165,5
1958,11,6,USA,35.179,-120.735,7411,0.14
1958,11,6,USA,34.15,-119.18,7594,0.1
1958,11,6,USA,37.807,-122.465,7109,0.2
1958,11,6,USA,21.433,-157.79,5506,0.1
1958,11,6,USA,21.593,-158.1055,5470,0.1
1958,11,6,USA,19.7303,-155.0553,5845,0.2
1958,11,12,JAPAN,40.533,141.533,723,0.21
1958,11,12,RUSSIA,44.03,145.86,236,0.08
1958,11,12,USA,52.83,173.2,2024,0.2
1958,11,12,RUSSIA,44.9,147.5,129,1
1958,11,12,USA,19.7303,-155.0553,5819,0.1
1958,11,12,USA,21.3067,-157.867,5483,0.1
1958,11,12,USA,20.895,-156.477,5622,0.1
1958,11,12,USA,51.863,-176.632,2679,0.1
1959,1,22,JAPAN,36.333,140.583,194,0.08
1959,1,22,JAPAN,36.933,140.9,131,0.08
1959,1,22,JAPAN,37.82,140.98,113,0.1
1959,1,22,JAPAN,36.333,140.59,193,0.08
1959,1,22,JAPAN,38.567,141.45,136,0.13
1959,1,22,JAPAN,38.4,141.6,113,0.06
1959,1,22,JAPAN,38.3,141.5,108,0.45
1959,1,22,JAPAN,39.267,141.883,198,0.18
1959,1,22,JAPAN,39.65,141.983,240,0.08
1959,2,7,PERU,-4.583,-81.283,69,0.4
1959,2,23,GREECE,35.17,25,633,0.5
1959,2,23,GREECE,37.13,26.83,513,0.3
1959,2,23,GREECE,37.97,23.5,299,0.3
1959,2,23,GREECE,40.63,22.97,0,1
1959,4,9,RUSSIA,44.03,145.86,252,0.1
1959,5,4,USA,21.927,-159.36,4874,0.1
1959,5,4,USA,21.3067,-157.867,5019,0.1
1959,5,4,USA,20.895,-156.477,5141,0.2
1959,5,4,USA TERRITORY,28.215,-177.361,3307,0.1
1959,5,4,USA,19.7303,-155.0553,5333,0.1
1959,5,4,USA,21.433,-157.79,5013,0.1
1959,5,4,USA,52.83,173.2,923,0.15
1959,8,17,SOLOMON ISLANDS,-7.83,156.56,72,
1959,8,18,SOLOMON ISLANDS,-7.75,156.58,70,1
1959,8,18,USA,44.83,-111.42,21,1
1959,10,26,JAPAN,35.75,140.867,285,0.04
1959,10,26,JAPAN,38.3,141.5,174,0.11
1959,10,26,JAPAN,39.65,141.983,261,0.04
1959,10,26,JAPAN,38.4,141.6,172,0.02
1959,10,26,JAPAN,36.933,140.9,213,0.03
1959,10,26,JAPAN,36.333,140.583,266,0.05
1959,10,26,JAPAN,39.267,141.883,228,0.05
1959,10,26,JAPAN,36.333,140.59,266,0.03
1960,1,13,PERU,-11.75,-77.133,650,
1960,2,29,MOROCCO,30.425,-9.615,14,
1960,3,20,JAPAN,39.45,141.967,129,0.3
1960,3,20,JAPAN,39.85,141.983,121,0.4
1960,3,20,JAPAN,39.65,141.983,122,0.17
1960,3,20,JAPAN,39.267,141.883,143,0.15
1960,3,20,JAPAN,42.167,142.767,269,0.2
1960,3,20,JAPAN,42.35,140.95,350,0.1
1960,3,20,JAPAN,42.9756,144.3714,362,0.1
1960,3,20,JAPAN,43.2781,145.5678,427,0.09
1960,3,20,JAPAN,41.7187,140.7247,310,0.17
1960,3,20,JAPAN,36.933,140.9,386,0.26
1960,3,20,JAPAN,40.533,141.533,178,0.41
1960,3,20,JAPAN,39.583,141.95,126,0.3
1960,3,20,JAPAN,39.3,141.9,140,0.63
1960,3,20,JAPAN,39.35,141.917,137,0.4
1960,3,20,JAPAN,38.433,141.45,227,1
1960,3,20,JAPAN,38.4,141.6,220,0.05
1960,3,20,JAPAN,42.1,140.6,347,0.08
1960,3,20,JAPAN,39.733,141.983,121,0.5
1960,3,20,JAPAN,38.3,141.5,234,0.21
1960,3,23,JAPAN,41.7187,140.7247,360,0.06
1960,3,23,JAPAN,38.433,141.45,222,0.05
1960,3,23,JAPAN,39.733,141.983,152,0.75
1960,3,23,JAPAN,39.65,141.983,150,0.08
1960,3,23,JAPAN,36.933,140.9,368,0.09
1960,3,23,JAPAN,39.267,141.883,157,0.1
1960,3,23,JAPAN,38.3,141.5,226,0.15
1960,3,23,JAPAN,40.533,141.533,224,0.08
1960,3,23,JAPAN,42.9756,144.3714,402,0.04
1960,3,23,JAPAN,42.167,142.767,318,0.05
1960,3,23,JAPAN,43.2781,145.5678,459,0.05
1960,3,23,JAPAN,38.4,141.6,213,0.02
1960,5,21,USA,19.7303,-155.0553,10658,0.1
1960,5,21,CHILE,-33.033,-71.633,558,0.3
1960,5,22,USA,19.188,-155.91,10688,0.9
1960,5,22,USA,21.927,-159.36,11158,1.5
1960,5,22,USA,19.46,-154.846,10619,1.8
1960,5,22,USA,18.91,-155.68,10650,3.7
1960,5,22,USA,20.12,-155.59,10726,2.4
1960,5,22,USA,37.79,-122.27,9817,0.31
1960,5,22,RUSSIA,59,163.93,15396,
1960,5,22,CHILE,-45.4,-72.7,809,3
1960,5,22,USA,44.65,-124.06,10516,0.61
1960,5,22,USA,20.78,-156.45,10842,2.4
1960,5,22,USA,,,,
1960,5,22,USA,18.97,-155.62,10649,5.2
1960,5,22,USA,19.35,-154.97,10622,2.1
1960,5,22,JAPAN,41.76,140.606,17112,1.9
1960,5,22,JAPAN,44.35,143.367,16897,0.51
1960,5,22,JAPAN,43.05,144.783,16778,4.1
1960,5,22,JAPAN,42.333,142.367,16971,1.8
1960,5,22,JAPAN,42.567,141.917,17009,0.3
1960,5,22,JAPAN,42.35,140.95,17087,1
1960,5,22,USA,22.22,-159.55,11193,4.1
1960,5,22,JAPAN,41.75,141.077,17073,1.4
1960,5,22,USA,19.26,-155.25,10638,1.5
1960,5,22,USA,20.08,-155.47,10713,1.8
1960,5,22,JAPAN,43.067,145.1,16753,3.1
1960,5,22,JAPAN,43.35,145.583,16715,0.34
1960,5,22,USA,19.38,-155.9,10700,2.1
1960,5,22,USA,19.63,-155.99,10725,2.4
1960,5,22,USA,19.37,-154.97,10623,4
1960,5,22,USA,,,,4.5
1960,5,22,USA,20.036,-155.832,10740,2.7
1960,5,22,USA,19.57,-155.95,10717,3.7
1960,5,22,USA,21.29,-157.72,10980,
1960,5,22,USA,20.88,-156.68,10867,2.1
1960,5,22,USA,,,,
1960,5,22,USA,19.99,-155.24,10688,2.1
1960,5,22,JAPAN,43.167,145.517,16720,2.9
1960,5,22,USA TERRITORY,28.215,-177.361,13050,0.6
1960,5,22,JAPAN,42.3,140.983,17084,1.6
1960,5,22,JAPAN,41.744,141.075,17073,1.1
1960,5,22,USA,19.477,-155.922,10709,4.9
1960,5,22,JAPAN,34.483,136.817,17294,1.6
1960,5,22,JAPAN,,,,
1960,5,22,JAPAN,35.67,139.77,17073,0.67
1960,5,22,JAPAN,34.217,135.15,17431,2.4
1960,5,22,JAPAN,34.383,136.917,17282,1.5
1960,5,22,USA,19.83,-155.1,10666,1.5
1960,5,22,USA,20.21,-155.73,10743,3.4
1960,5,22,USA,19.14,-155.5,10651,3.4
1960,5,22,USA,20.91,-156.407,10847,3.4
1960,5,22,JAPAN,42.883,143.95,16845,2.5
1960,5,22,USA,20.27,-155.85,10757,2.1
1960,5,22,USA,55.46,-133.13,11845,1
1960,5,22,USA,60.15,-144.37,12689,
1960,5,22,USA,60.059,-147.341,12819,2.29
1960,5,22,USA,68.2,-166.5,14026,
1960,5,22,JAPAN,34.217,136.4,17321,1.65
1960,5,22,USA,20.686,-156.446,10835,2.7
1960,5,22,USA,20.724,-156.451,10838,2.1
1960,5,22,USA,20.732,-156.454,10839,1.5
1960,5,22,USA,20.75,-156.462,10840,1.2
1960,5,22,USA,20.764,-156.463,10842,1.5
1960,5,22,USA,20.785,-156.467,10843,2.4
1960,5,22,USA,20.793,-156.477,10845,2.4
1960,5,22,USA,20.799,-156.507,10848,2.1
1960,5,22,USA,20.795,-156.514,10848,3.4
1960,5,22,USA,20.778,-156.537,10849,2.1
1960,5,22,USA,20.796,-156.571,10853,2.4
1960,5,22,USA,20.81,-156.604,10856,2.7
1960,5,22,USA,20.814,-156.628,10858,2.4
1960,5,22,USA,20.83,-156.638,10860,2.7
1960,5,22,USA,20.846,-156.656,10863,2.7
1960,5,22,USA,20.195,-155.906,10757,1.2
1960,5,22,USA,20.264,-155.881,10759,2.1
1960,5,22,USA,20.269,-155.85,10757,2.7
1960,5,22,USA,20.217,-155.734,10744,3
1960,5,22,USA,20.21,-155.734,10744,3.4
1960,5,22,USA,20.124,-155.595,10726,2.4
1960,5,22,USA,20.105,-155.472,10715,1.8
1960,5,22,USA,19.997,-155.244,10689,2.1
1960,5,22,USA,19.904,-155.129,10673,2.7
1960,5,22,USA,19.879,-155.112,10670,3.7
1960,5,22,USA,19.848,-155.085,10666,1.5
1960,5,22,USA,19.82,-155.1,10665,3.4
1960,5,22,USA,19.43,-154.88,10620,1.8
1960,5,22,USA,20.92,-156.38,10845,3.7
1960,5,22,USA,21.93,-159.65,11182,3.2
1960,5,22,USA,19.79,-155.1,10663,2.7
1960,5,22,USA,20.91,-156.49,10854,4.6
1960,5,22,USA,20.927,-156.377,10846,3.4
1960,5,22,USA,20.936,-156.365,10845,3.7
1960,5,22,USA,20.87,-156.17,10825,2.7
1960,5,22,USA,20.868,-156.146,10823,2.7
1960,5,22,USA,20.83,-156.099,10816,3.7
1960,5,22,USA,20.76,-155.987,10802,3
1960,5,22,USA,20.723,-155.987,10800,2.7
1960,5,22,USA,20.65,-156.072,10802,3
1960,5,22,USA,20.652,-156.084,10803,3
1960,5,22,USA,20.638,-156.115,10804,3
1960,5,22,USA,20.63,-156.184,10809,3
1960,5,22,USA,20.63,-156.198,10811,3.7
1960,5,22,USA,20.599,-156.427,10827,3.4
1960,5,22,USA,20.628,-156.446,10831,2.7
1960,5,22,USA,20.657,-156.445,10833,3
1960,5,22,USA,20.186,-155.906,10756,1.2
1960,5,22,FRENCH POLYNESIA,-17.54,-149.57,7626,1
1960,5,22,FRENCH POLYNESIA,-17.74,-149.575,7614,2.1
1960,5,22,RUSSIA,60.443,169.61,15071,
1960,5,22,RUSSIA,59.2353,163.0719,15443,
1960,5,22,RUSSIA,58.5,163.5,15424,
1960,5,22,RUSSIA,51.5,156.517,15905,
1960,5,22,RUSSIA,56.18,162.305,15509,3
1960,5,22,JAPAN,41.82,140.653,17109,1.4
1960,5,22,JAPAN,42.433,142.217,16984,1.9
1960,5,22,JAPAN,42.8,143.817,16855,1.5
1960,5,22,JAPAN,43.05,145.083,16754,2
1960,5,22,JAPAN,43.083,145.117,16751,4.2
1960,5,22,JAPAN,41.917,143.25,16895,2
1960,5,22,JAPAN,44.95,142.583,16958,0.4
1960,5,22,JAPAN,41.483,140.267,17138,1.49
1960,5,22,JAPAN,42.1,142.983,16918,2.7
1960,5,22,JAPAN,43.333,145.767,16700,1.7
1960,5,22,JAPAN,44.367,141.7,17029,0.75
1960,5,22,JAPAN,41.7187,140.7247,17102,2.07
1960,5,22,JAPAN,42.6,141.817,17017,3
1960,5,22,JAPAN,43.617,141.4,17054,0.3
1960,5,22,JAPAN,43.117,145.117,16752,4.3
1960,5,22,JAPAN,42.433,143.417,16885,2
1960,5,22,JAPAN,43.2781,145.5678,16716,1.7
1960,5,22,JAPAN,41.728,141.083,17072,1.4
1960,5,22,JAPAN,43.017,144.833,16774,3.4
1960,5,22,JAPAN,43.033,144.85,16773,1.8
1960,5,22,JAPAN,43.083,145.117,16751,3.4
1960,5,22,USA,19.735,-155.031,10653,3.7
1960,5,22,USA,34.008,-118.5,9277,1.4
1960,5,22,USA,33.75,-118.22,9239,0.88
1960,5,22,USA,36.605,-121.888,9690,1.1
1960,5,22,USA,48.367,-124.612,10869,0.37
1960,5,22,USA,40.02,-124.07,10108,0.61
1960,5,22,FRENCH POLYNESIA,-17.496,-149.495,7622,2.3
1960,5,22,JAPAN,42.583,140.381,17135,1.5
1960,5,22,USA,21.899,-159.578,11174,4.3
1960,5,22,JAPAN,42.217,143.317,16892,2.2
1960,5,22,JAPAN,40.83,140.75,17092,6.3
1960,5,22,JAPAN,33.97,130.95,17789,0.21
1960,5,22,USA,32.715,-117.17,9089,1.2
1960,5,22,USA,34.42,-119.68,9376,1.2
1960,5,22,USA,33.75,-118.12,9234,0.61
1960,5,22,USA TERRITORY,16.7363,-169.5283,11674,0.52
1960,5,22,USA TERRITORY,19.29,166.6183,13914,0.5
1960,5,22,"MARSHALL ISLANDS, REP. OF",11.367,162.35,13764,0.15
1960,5,22,JAPAN,44,143,16926,5
1960,5,22,JAPAN,34.710833,137.726111,17222,1.1
1960,5,22,JAPAN,44,143,16926,5
1960,5,22,JAPAN,32.433,131.667,17666,0.9
1960,5,22,JAPAN,34.2,129.3,17941,0.09
1960,5,22,JAPAN,34.917,139.817,17046,1.3
1960,5,22,JAPAN,34.69,136.54,17325,4.9
1960,5,22,JAPAN,38.45,141.6,16983,4
1960,5,22,JAPAN,44.38,143.22,16908,0.55
1960,5,22,JAPAN,33.95,130.97,17786,0.5
1960,5,22,JAPAN,38.45,141.6,16983,6.4
1960,5,22,JAPAN,39.83,141.86,16986,6.3
1960,5,22,JAPAN,28.367,129.483,17639,0.7
1960,5,22,JAPAN,39.017,141.75,16981,4.9
1960,5,22,JAPAN,39.3,141.88,16975,5.6
1960,5,22,JAPAN,38,141.88,16950,6.4
1960,5,22,JAPAN,39.33,142,16966,6.4
1960,5,22,USA,21.903,-159.6,11176,2.7
1960,5,22,USA,21.895,-159.607,11176,1.8
1960,5,22,USA,21.903,-159.612,11177,2.4
1960,5,22,USA,21.906,-159.621,11178,3
1960,5,22,USA,21.91,-159.627,11179,2.7
1960,5,22,USA,21.916,-159.636,11180,2.3
1960,5,22,USA,21.916,-159.637,11180,1.7
1960,5,22,USA,21.924,-159.641,11181,2.7
1960,5,22,USA,21.927,-159.644,11182,3
1960,5,22,USA,21.93,-159.647,11182,3.5
1960,5,22,USA,21.939,-159.653,11183,3.2
1960,5,22,USA,21.955,-159.669,11186,2.9
1960,5,22,USA,21.956,-159.671,11186,2
1960,5,22,USA,21.963,-159.703,11189,2.9
1960,5,22,USA,21.964,-159.711,11190,3
1960,5,22,USA,21.969,-159.716,11190,2.6
1960,5,22,USA,21.973,-159.729,11192,2
1960,5,22,USA,21.531,-157.837,11006,1.5
1960,5,22,USA,21.514,-157.837,11005,1.5
1960,5,22,USA,21.493,-157.85,11005,0.6
1960,5,22,USA,21.454,-157.817,11000,0.6
1960,5,22,USA,21.46,-157.756,10995,1.5
1960,5,22,USA,21.461,-157.738,10994,2.1
1960,5,22,USA,21.405,-157.738,10990,1.5
1960,5,22,USA,21.379,-157.709,10986,1.8
1960,5,22,USA,21.351,-157.707,10984,2.7
1960,5,22,JAPAN,40.583,141.467,17029,1.8
1960,5,22,JAPAN,41.35,141.333,17048,1.8
1960,5,22,JAPAN,40.717,141.433,17034,2.3
1960,5,22,JAPAN,40.583,139.917,17159,0.05
1960,5,22,JAPAN,41.367,141.2,17060,1.2
1960,5,22,JAPAN,41.267,141.15,17063,1.8
1960,5,22,JAPAN,41.2,140.983,17076,0.9
1960,5,22,JAPAN,41.433,141.133,17066,2.3
1960,5,22,USA,45.46,-123.84,10577,
1960,5,22,JAPAN,34.633,137.1,17274,
1960,5,22,JAPAN,34.783,137.183,17272,
1960,5,22,JAPAN,34.65,137.083,17276,
1960,5,22,JAPAN,34.783,137.333,17258,
1960,5,22,JAPAN,34.7,136.983,17286,
1960,5,22,JAPAN,35.083,136.883,17307,0.89
1960,5,22,JAPAN,40.833,140.767,17091,0.71
1960,5,22,JAPAN,40.9,140.867,17083,0.15
1960,5,22,JAPAN,40.65,141.45,17031,1
1960,5,22,JAPAN,40.533,141.533,17023,3.77
1960,5,22,JAPAN,40.517,141.517,17024,
1960,5,22,JAPAN,40.533,141.5,17026,2.2
1960,5,22,JAPAN,40.583,141.483,17028,1.5
1960,5,22,JAPAN,40.883,141.4,17038,2.2
1960,5,22,JAPAN,40.633,141.45,17031,1.2
1960,5,22,JAPAN,40.5,141.633,17014,2.1
1960,5,22,USA,19.583,-155.969,10720,3
1960,5,22,USA,21.92,-159.62,11179,2.7
1960,5,22,FRENCH POLYNESIA,-17.508,-149.467,7619,2.4
1960,5,22,RUSSIA,53.1,160.03333,15663,3
1960,5,22,RUSSIA,52.97,158.45,15769,1
1960,5,22,RUSSIA,52.66,158.39,15774,5
1960,5,22,RUSSIA,52.41,158.4,15774,7
1960,5,22,RUSSIA,51.79,158.03,15800,3
1960,5,22,RUSSIA,50.867,156.67,15895,2
1960,5,22,JAPAN,40.467,141.65,17012,2.7
1960,5,22,JAPAN,40.467,141.667,17011,3
1960,5,22,JAPAN,32.7792,132.9589,17568,1.34
1960,5,22,JAPAN,33.25,134.167,17481,2.9
1960,5,22,JAPAN,32.917,132.667,17599,0.5
1960,5,22,JAPAN,32.917,132.683,17597,0.6
1960,5,22,JAPAN,33.533,134.3,17480,3.02
1960,5,22,JAPAN,33.383,134.033,17498,1
1960,5,22,JAPAN,32.917,132.7,17596,1.52
1960,5,22,JAPAN,32.9,132.717,17594,0.3
1960,5,22,JAPAN,32.783,132.7,17591,0.3
1960,5,22,JAPAN,32.883,132.717,17593,0.5
1960,5,22,USA,38.169,-122.909,9884,
1960,5,22,USA,21.283,-157.739,10982,1.8
1960,5,22,USA,21.258,-157.815,10986,1.8
1960,5,22,USA,21.277,-157.827,10988,2.7
1960,5,22,USA,21.3,-157.867,10993,1.5
1960,5,22,USA,21.299,-157.871,10993,1.5
1960,5,22,USA,21.32,-157.955,11002,0.9
1960,5,22,USA,21.313,-158.008,11006,2.7
1960,5,22,USA,21.3218,-158.1193,11015,2.1
1960,5,22,USA,21.347,-158.132,11018,2.7
1960,5,22,USA,21.375,-158.143,11021,2.7
1960,5,22,USA,21.394,-158.16,11024,2.4
1960,5,22,USA,21.401,-158.174,11025,2.4
1960,5,22,USA,20.87,-156.679,10866,2.7
1960,5,22,USA,20.875,-156.682,10867,2.1
1960,5,22,USA,20.888,-156.689,10869,2.7
1960,5,22,USA,20.914,-156.695,10871,3
1960,5,22,USA,20.946,-156.696,10873,3
1960,5,22,USA,20.983,-156.679,10874,3
1960,5,22,USA,21.008,-156.666,10875,2.4
1960,5,22,USA,21.019,-156.642,10874,2.1
1960,5,22,USA,21.026,-156.629,10873,2.4
1960,5,22,USA,21.025,-156.613,10872,3
1960,5,22,USA,21.027,-156.59,10870,3
1960,5,22,USA,21.006,-156.556,10866,3.7
1960,5,22,USA,20.938,-156.507,10857,4
1960,5,22,USA,20.929,-156.496,10856,3
1960,5,22,USA,20.911,-156.485,10853,4.6
1960,5,22,USA,20.902,-156.482,10853,3.4
1960,5,22,USA,20.895,-156.477,10852,3.7
1960,5,22,USA,20.901,-156.464,10851,3
1960,5,22,USA,20.901,-156.455,10850,5.2
1960,5,22,USA,20.912,-156.423,10848,4
1960,5,22,USA,20.912,-156.415,10848,3.4
1960,5,22,USA,20.917,-156.407,10847,4.3
1960,5,22,USA,20.919,-156.396,10847,3.4
1960,5,22,USA,20.922,-156.384,10846,3.7
1960,5,22,JAPAN,32.9,132.717,17594,0.3
1960,5,22,USA,21.314,-157.654,10977,1.8
1960,5,22,USA,21.282,-157.683,10977,2.7
1960,5,22,USA,21.274,-157.699,10978,1.8
1960,5,22,USA,21.268,-157.714,10978,1.5
1960,5,22,USA,21.284,-157.725,10980,2.4
1960,5,22,USA,21.891,-159.42,11161,3
1960,5,22,USA,21.875,-159.458,11163,1.5
1960,5,22,USA,21.882,-159.472,11164,0.8
1960,5,22,USA,21.884,-159.483,11165,1.5
1960,5,22,USA,21.888,-159.492,11166,1.5
1960,5,22,USA,21.888,-159.497,11167,2.4
1960,5,22,USA,21.89,-159.541,11171,3.4
1960,5,22,USA,21.899,-159.578,11174,4.3
1960,5,22,USA,21.906,-159.597,11176,2.3
1960,5,22,AUSTRALIA,-33.8,151.2667,10784,0.18
1960,5,22,CHILE,-43.899,-73.744,641,
1960,5,22,CHILE,-45.165,-73.524,781,3
1960,5,22,UK,50.1,-5.5,11846,0.03
1960,5,22,NEW ZEALAND,-38.676,178.028,8789,5.49
1960,5,22,NEW ZEALAND,-35.32,174.12,9296,3
1960,5,22,NEW ZEALAND,-45.108,170.98,8743,3.65
1960,5,22,NEW ZEALAND,-43.68,172.99,8735,3
1960,5,22,RUSSIA,56.37,162.45,15500,4
1960,5,22,RUSSIA,55.2,166,15278,3.5
1960,5,22,RUSSIA,56.237,162.519,15496,4
1960,5,22,CHILE,-46.5,-73.5,930,3
1960,5,22,RUSSIA,54.117,159.983,15664,4
1960,5,22,RUSSIA,54.59,161.16,15587,4
1960,5,22,USA,32.867,-117.257,9107,0.52
1960,5,22,CHILE,-39.867,-73.431,192,10
1960,5,22,NEW ZEALAND,-46.06,170.19,8714,1.5
1960,5,22,CHILE,-45.48,-72.88,817,
1960,5,22,USA,20.895,-156.477,10852,3.4
1960,5,22,FRENCH POLYNESIA,-17.53,-149.39,7611,3.4
1960,5,22,RUSSIA,56.37,162.45,15500,0.8
1960,5,22,RUSSIA,53.23,159.95,15669,7
1960,5,22,AUSTRALIA,-37.05,149.97,10547,0.9
1960,5,22,CHILE,-43.58,-74.83,616,10
1960,5,22,CHILE,-39.43,-73.22,144,15
1960,5,22,CANADA,54.32,-130.33,11629,0.06
1960,5,22,CANADA,49.153,-125.913,10996,0.63
1960,5,22,CANADA,48.42,-123.37,10817,0.37
1960,5,22,CANADA,48.77,-123.45,10852,0.15
1960,5,22,CANADA,49,-125.35,10957,0.52
1960,5,22,CANADA,51.08,-126.88,11206,0.02
1960,5,22,CANADA,50.58,-126.93,11165,0.23
1960,5,22,CANADA,51.08,-127.25,11222,0.08
1960,5,22,RUSSIA,52.92,158.53,15764,0.2
1960,5,22,JAPAN,32.617,130.45,17779,
1960,5,22,JAPAN,32.517,130.567,17764,0.13
1960,5,22,JAPAN,35.483,135.383,17450,0.31
1960,5,22,JAPAN,35.533,135.2,17468,0.23
1960,5,22,JAPAN,34.35,136.7,17300,4
1960,5,22,JAPAN,34.3,136.767,17292,1
1960,5,22,JAPAN,34.317,136.667,17301,2
1960,5,22,JAPAN,34.1,136.233,17332,2
1960,5,22,JAPAN,34.433,136.883,17286,2
1960,5,22,JAPAN,34.333,136.667,17302,0.5
1960,5,22,JAPAN,34.45,136.917,17284,0.75
1960,5,22,JAPAN,34.267,136.5,17314,1
1960,5,22,JAPAN,34.417,136.933,17281,1.2
1960,5,22,JAPAN,34.283,136.817,17287,2
1960,5,22,JAPAN,34.367,136.867,17285,1.5
1960,5,22,JAPAN,34.2,136.333,17326,1.85
1960,5,22,JAPAN,41.433,141.133,17066,
1960,5,22,JAPAN,40.55,141.5,17026,1.7
1960,5,22,JAPAN,41.133,140.3,17133,0.6
1960,5,22,JAPAN,40.45,141.683,17009,3.7
1960,5,22,JAPAN,40.667,141.433,17033,1.3
1960,5,22,JAPAN,41.4,141.167,17063,0.95
1960,5,22,JAPAN,40.767,141.417,17035,2
1960,5,22,JAPAN,40.6,141.467,17029,3.2
1960,5,22,JAPAN,41.417,141.167,17063,2.2
1960,5,22,JAPAN,40.867,141.117,17062,1.7
1960,5,22,JAPAN,40.967,141.383,17041,1
1960,5,22,JAPAN,41.4,141.167,17063,1.8
1960,5,22,USA,19.733,-155.067,10656,6.1
1960,5,22,USA,19.733,-155.067,10656,6.4
1960,5,22,USA,19.734,-155.071,10657,4.6
1960,5,22,USA,19.733,-155.067,10656,3.4
1960,5,22,USA,19.733,-155.067,10656,3
1960,5,22,USA,19.733,-155.067,10656,3.4
1960,5,22,USA,19.733,-155.067,10656,3.7
1960,5,22,USA,19.733,-155.067,10656,3.7
1960,5,22,USA,19.733,-155.067,10656,4
1960,5,22,USA,19.733,-155.067,10656,4.9
1960,5,22,USA,19.733,-155.067,10656,4.3
1960,5,22,USA,19.733,-155.067,10656,3
1960,5,22,USA,19.733,-155.067,10656,4
1960,5,22,JAPAN,43.033,145.033,16758,3
1960,5,22,JAPAN,40.3,141.8,16998,3
1960,5,22,JAPAN,39.383,141.933,16972,2.8
1960,5,22,JAPAN,40.217,141.8,16996,2.9
1960,5,22,USA,56.4,-134,11957,0.61
1960,5,22,JAPAN,40.133,141.85,16991,4.1
1960,5,22,JAPAN,39,141.683,16987,5.5
1960,5,22,USA,33,-118.55,9187,0.64
1960,5,22,USA,22.05,-159.33,11164,1.5
1960,5,22,JAPAN,39.65,141.983,16972,0.85
1960,5,22,JAPAN,39.633,141.967,16974,2
1960,5,22,JAPAN,39.333,141.917,16973,3.6
